"CaseMasterID","PoliceStationID","CaseStatusID","CrimeRegisteredDate"
"1792","986","2","2026-01-02"
"1793","540","3","2026-01-31"
"1794","1118","3","2023-09-03"
"1795","215","3","2023-07-22"
"1796","435","3","2025-06-04"
"1797","388","3","2023-08-01"
"1798","1119","1","2023-01-27"
"1799","865","2","2025-11-03"
"1800","610","2","2024-05-13"
"1801","1057","2","2025-12-17"
"1802","883","3","2025-10-25"
"1803","834","3","2023-05-23"
"1804","1046","1","2023-01-10"
"1805","986","1","2024-09-09"
"1806","920","3","2024-07-02"
"1807","785","1","2024-02-25"
"1808","564","1","2024-11-05"
"1809","369","2","2025-01-21"
"1810","105","2","2025-05-01"
"1811","1080","1","2025-07-16"
"1812","121","4","2024-01-17"
"1813","355","1","2024-09-11"
"1814","1081","3","2024-09-16"
"1815","767","2","2023-07-19"
"1816","1060","1","2025-08-08"
"1817","905","1","2023-05-12"
"1818","389","2","2023-03-01"
"1819","503","2","2023-01-15"
"1820","805","1","2026-06-15"
"1821","688","2","2023-11-01"
"1822","1123","2","2026-02-01"
"1823","470","4","2024-11-23"
"1824","322","1","2025-02-28"
"1825","637","1","2025-03-04"
"1826","434","3","2026-04-03"
"1827","233","2","2025-12-21"
"1828","361","1","2026-01-08"
"1829","701","1","2023-08-29"
"1830","1113","3","2024-01-20"
"1831","270","4","2024-10-01"
"1832","986","1","2023-12-15"
"1833","559","2","2025-03-01"
"1834","635","3","2025-09-10"
"1835","817","3","2025-06-18"
"1836","691","1","2023-08-07"
"1837","428","1","2025-12-30"
"1838","283","2","2023-08-28"
"1839","303","1","2024-03-05"
"1840","1050","2","2026-07-07"
"1841","5","1","2024-03-21"
"1842","799","3","2023-02-27"
"1843","15","2","2023-05-22"
"1844","455","2","2026-07-14"
"1845","747","2","2024-10-29"
"1846","653","2","2025-04-14"
"1847","103","4","2026-03-11"
"1848","943","4","2026-01-17"
"1849","422","4","2023-12-22"
"1850","408","3","2026-02-26"
"1851","286","1","2023-06-25"
"1852","973","4","2025-12-02"
"1853","269","2","2025-10-10"
"1854","307","1","2024-04-02"
"1855","211","3","2026-04-11"
"1856","910","2","2023-04-28"
"1857","628","3","2025-07-23"
"1858","269","1","2026-06-30"
"1859","73","1","2024-12-29"
"1860","441","2","2025-12-08"
"1861","174","1","2025-08-17"
"1862","738","2","2025-07-10"
"1863","172","1","2024-02-09"
"1864","523","3","2025-07-12"
"1865","180","1","2024-03-20"
"1866","519","2","2025-03-10"
"1867","69","3","2024-09-06"
"1868","867","3","2023-09-23"
"1869","1047","4","2025-04-07"
"1870","440","3","2024-09-02"
"1871","361","1","2024-11-01"
"1872","195","2","2023-08-20"
"1873","806","1","2026-06-04"
"1874","394","1","2025-11-05"
"1875","206","1","2025-08-29"
"1876","504","3","2024-01-21"
"1877","695","1","2023-05-09"
"1878","1039","2","2024-05-21"
"1879","744","3","2024-02-17"
"1880","488","2","2025-08-21"
"1881","247","1","2025-07-28"
"1882","512","3","2026-06-03"
"1883","696","1","2025-07-12"
"1884","592","1","2023-01-14"
"1885","234","2","2025-11-05"
"1886","1016","1","2024-09-19"
"1887","966","2","2026-06-18"
"1888","466","3","2024-05-14"
"1889","820","2","2023-09-23"
"1890","598","3","2023-06-11"
"1891","879","3","2023-12-07"
"1892","19","2","2025-06-02"
"1893","337","1","2023-10-10"
"1894","312","4","2024-04-19"
"1895","888","2","2025-12-22"
"1896","886","3","2024-01-20"
"1897","761","3","2025-10-01"
"1898","273","3","2025-02-03"
"1899","637","1","2026-02-05"
"1900","100","1","2026-06-29"
"1901","761","4","2023-06-20"
"1902","127","2","2024-02-03"
"1903","178","3","2023-03-29"
"1904","514","4","2024-10-05"
"1905","143","3","2026-07-09"
"1906","654","3","2023-12-15"
"1907","825","1","2024-07-26"
"1908","231","2","2024-05-04"
"1909","9","2","2026-06-17"
"1910","711","3","2023-03-24"
"1911","53","1","2023-10-15"
"1912","231","2","2025-11-24"
"1913","396","3","2023-12-14"
"1914","1025","3","2024-12-31"
"1915","461","1","2026-02-10"
"1916","294","1","2025-03-27"
"1917","877","2","2025-11-27"
"1918","416","2","2024-11-17"
"1919","689","1","2024-09-05"
"1920","1","3","2024-10-23"
"1921","198","2","2025-05-15"
"1922","885","1","2023-02-20"
"1923","607","3","2024-05-08"
"1924","1051","3","2025-03-01"
"1925","210","2","2024-12-05"
"1926","662","1","2024-09-04"
"1927","172","2","2025-09-11"
"1928","210","4","2026-05-17"
"1929","965","1","2024-08-17"
"1930","1053","1","2023-11-29"
"1931","527","1","2024-08-22"
"1932","55","1","2023-04-16"
"1933","663","2","2026-06-02"
"1934","1022","1","2025-12-30"
"1935","1113","2","2024-03-19"
"1936","829","3","2025-06-24"
"1937","11","1","2024-04-14"
"1938","793","3","2025-06-27"
"1939","346","1","2024-11-02"
"1940","599","4","2024-03-16"
"1941","13","2","2026-06-14"
"1942","228","4","2025-01-19"
"1943","41","3","2023-08-04"
"1944","1","2","2026-05-22"
"1945","985","1","2024-05-30"
"1946","689","2","2024-08-31"
"1947","1086","1","2025-01-23"
"1948","1038","2","2026-02-28"
"1949","1050","4","2025-02-11"
"1950","1074","1","2025-05-03"
"1951","592","2","2023-09-11"
"1952","744","1","2024-05-24"
"1953","1059","4","2025-02-09"
"1954","526","3","2026-02-08"
"1955","884","2","2023-03-30"
"1956","818","3","2024-01-15"
"1957","467","4","2026-07-03"
"1958","552","4","2025-09-09"
"1959","862","1","2023-06-09"
"1960","664","2","2024-07-28"
"1961","688","1","2024-05-14"
"1962","626","2","2024-03-11"
"1963","444","2","2024-06-26"
"1964","39","1","2023-03-21"
"1965","1115","2","2024-01-12"
"1966","515","1","2026-01-22"
"1967","11","1","2024-12-23"
"1968","181","1","2024-03-18"
"1969","760","1","2026-03-18"
"1970","626","3","2025-03-02"
"1971","48","2","2024-04-12"
"1972","747","2","2026-02-12"
"1973","993","1","2023-09-20"
"1974","1123","1","2024-06-25"
"1975","215","1","2025-09-13"
"1976","1028","1","2026-05-07"
"1977","814","3","2024-07-20"
"1978","545","4","2025-07-05"
"1979","1036","1","2026-03-01"
"1980","817","1","2023-09-16"
"1981","465","2","2026-05-31"
"1982","58","2","2026-07-12"
"1983","14","3","2025-12-30"
"1984","757","4","2025-09-06"
"1985","833","1","2025-06-08"
"1986","21","1","2024-07-15"
"1987","53","4","2023-08-04"
"1988","821","2","2025-01-24"
"1989","805","1","2023-03-10"
"1990","957","3","2023-05-07"
"1991","947","2","2023-08-31"
"1992","319","1","2025-01-25"
"1993","286","1","2023-11-01"
"1994","1049","1","2025-10-28"
"1995","1006","3","2023-11-27"
"1996","102","1","2025-03-10"
"1997","537","2","2026-06-13"
"1998","693","3","2024-08-17"
"1999","477","1","2025-11-29"
"2000","751","2","2025-01-24"
"2001","49","4","2026-06-13"
"2002","28","3","2025-01-29"
"2003","686","2","2025-10-09"
"2004","656","1","2024-07-02"
"2005","1067","3","2025-04-27"
"2006","441","2","2023-05-13"
"2007","822","2","2023-07-30"
"2008","953","3","2023-05-05"
"2009","221","3","2024-11-07"
"2010","350","1","2023-03-30"
"2011","228","4","2025-10-20"
"2012","176","3","2024-01-17"
"2013","1046","2","2026-01-11"
"2014","480","4","2024-06-28"
"2015","871","1","2023-08-29"
"2016","118","2","2025-07-11"
"2017","726","1","2024-02-29"
"2018","367","3","2023-12-14"
"2019","507","2","2026-06-23"
"2020","786","1","2026-06-21"
"2021","932","4","2025-09-23"
"2022","935","2","2026-03-04"
"2023","522","1","2023-02-20"
"2024","680","2","2025-01-29"
"2025","602","3","2026-03-16"
"2026","241","2","2025-08-30"
"2027","530","1","2023-10-26"
"2028","407","3","2025-12-20"
"2029","927","1","2023-02-02"
"2030","19","1","2026-01-22"
"2031","916","3","2023-06-19"
"2032","296","2","2026-02-22"
"2033","959","1","2024-05-22"
"2034","1026","3","2023-08-23"
"2035","1044","1","2024-11-10"
"2036","1032","1","2026-07-09"
"2037","124","1","2025-04-20"
"2038","838","4","2026-03-14"
"2039","272","2","2023-09-08"
"2040","345","2","2024-03-26"
"2041","563","1","2025-01-29"
"2042","479","3","2023-02-05"
"2043","177","3","2024-01-10"
"2044","77","1","2024-04-14"
"2045","994","4","2026-03-16"
"2046","49","4","2025-05-03"
"2047","144","1","2026-01-08"
"2048","252","2","2023-09-22"
"2049","616","3","2023-09-09"
"2050","555","1","2023-03-27"
"2051","310","1","2023-09-20"
"2052","840","1","2024-06-29"
"2053","488","2","2025-04-09"
"2054","404","3","2025-02-15"
"2055","78","2","2026-06-09"
"2056","415","2","2025-01-09"
"2057","194","2","2026-03-25"
"2058","180","1","2025-08-11"
"2059","708","1","2026-06-25"
"2060","702","2","2023-05-20"
"2061","690","2","2023-01-21"
"2062","321","4","2023-04-01"
"2063","939","3","2023-12-19"
"2064","482","1","2023-11-07"
"2065","394","1","2025-07-01"
"2066","544","4","2025-12-26"
"2067","451","2","2024-11-18"
"2068","683","1","2025-09-11"
"2069","899","1","2025-02-09"
"2070","318","1","2025-02-10"
"2071","480","1","2025-09-29"
"2072","335","2","2026-03-11"
"2073","565","1","2023-09-15"
"2074","49","2","2024-07-20"
"2075","1037","1","2025-04-21"
"2076","265","4","2025-02-04"
"2077","1044","2","2026-06-15"
"2078","165","3","2025-11-16"
"2079","709","1","2024-06-28"
"2080","192","2","2023-12-21"
"2081","426","3","2023-07-15"
"2082","44","3","2024-05-18"
"2083","186","3","2024-05-14"
"2084","623","1","2026-05-02"
"2085","111","1","2024-07-01"
"2086","202","2","2026-07-13"
"2087","673","1","2024-02-09"
"2088","257","1","2023-12-02"
"2089","566","2","2026-02-27"
"2090","555","3","2024-07-03"
"2091","972","3","2024-10-04"
"2092","693","1","2024-06-04"
"2093","424","2","2023-10-24"
"2094","17","1","2024-07-28"
"2095","563","3","2023-06-19"
"2096","383","4","2023-04-26"
"2097","1020","3","2024-10-11"
"2098","316","1","2024-05-24"
"2099","90","2","2023-07-23"
"2100","667","3","2026-03-13"
"2101","841","1","2023-07-28"
"2102","1003","3","2024-02-02"
"2103","1010","3","2024-11-30"
"2104","642","2","2026-06-11"
"2105","1043","1","2023-05-26"
"2106","976","1","2025-12-24"
"2107","1092","2","2025-10-14"
"2108","610","3","2025-06-27"
"2109","173","1","2024-01-11"
"2110","95","1","2025-06-13"
"2111","151","1","2025-10-17"
"2112","1069","2","2025-08-28"
"2113","962","2","2023-09-14"
"2114","860","1","2026-07-15"
"2115","97","1","2025-07-10"
"2116","1078","1","2024-09-16"
"2117","570","4","2025-02-04"
"2118","431","3","2025-02-26"
"2119","907","2","2023-10-30"
"2120","606","1","2025-01-03"
"2121","1124","3","2024-10-22"
"2122","576","1","2024-01-14"
"2123","694","1","2025-08-15"
"2124","50","1","2023-11-23"
"2125","828","3","2024-08-05"
"2126","1060","1","2025-12-06"
"2127","656","3","2023-08-09"
"2128","801","3","2025-08-10"
"2129","1115","1","2024-09-14"
"2130","709","3","2023-05-29"
"2131","710","3","2025-05-07"
"2132","433","2","2025-06-04"
"2133","1054","1","2023-08-10"
"2134","632","1","2025-02-26"
"2135","1012","1","2024-12-24"
"2136","807","1","2025-01-26"
"2137","907","4","2023-10-08"
"2138","584","1","2026-01-24"
"2139","288","3","2023-06-29"
"2140","1000","3","2024-06-20"
"2141","440","2","2024-01-22"
"2142","397","2","2024-04-12"
"2143","987","4","2024-03-12"
"2144","419","1","2023-05-25"
"2145","302","2","2026-04-30"
"2146","592","3","2026-04-04"
"2147","478","3","2023-11-07"
"2148","194","1","2026-02-07"
"2149","979","2","2024-09-20"
"2150","630","2","2026-04-19"
"2151","749","1","2023-08-29"
"2152","494","2","2025-04-12"
"2153","283","1","2026-05-27"
"2154","995","3","2023-09-05"
"2155","484","1","2026-05-22"
"2156","41","4","2024-10-14"
"2157","946","1","2023-01-08"
"2158","1039","1","2023-09-08"
"2159","92","1","2023-12-22"
"2160","295","1","2025-10-15"
"2161","251","3","2026-06-16"
"2162","179","1","2025-03-25"
"2163","672","1","2025-04-14"
"2164","339","2","2026-07-01"
"2165","222","1","2023-05-18"
"2166","674","3","2025-04-25"
"2167","657","1","2023-01-12"
"2168","963","2","2025-12-15"
"2169","472","2","2026-01-16"
"2170","459","2","2025-07-09"
"2171","1058","3","2025-05-06"
"2172","1006","4","2023-08-03"
"2173","594","2","2024-10-12"
"2174","751","3","2024-06-18"
"2175","1007","2","2023-08-10"
"2176","394","2","2023-03-19"
"2177","358","1","2025-07-30"
"2178","1031","2","2024-12-31"
"2179","84","1","2025-11-28"
"2180","97","2","2023-10-29"
"2181","891","2","2025-04-18"
"2182","374","4","2025-04-26"
"2183","1048","4","2025-10-16"
"2184","779","4","2024-10-24"
"2185","195","4","2024-05-04"
"2186","900","1","2025-07-26"
"2187","568","2","2025-07-06"
"2188","849","1","2025-07-28"
"2189","1113","1","2025-07-02"
"2190","530","1","2023-08-13"
"2191","177","2","2025-01-03"
"2192","1046","1","2025-07-04"
"2193","1015","1","2023-12-29"
"2194","855","1","2023-06-03"
"2195","344","3","2026-03-01"
"2196","1048","2","2026-01-15"
"2197","502","2","2026-07-18"
"2198","303","1","2025-02-04"
"2199","316","2","2024-11-17"
"2200","166","1","2023-02-04"
"2201","335","1","2023-08-02"
"2202","814","4","2023-01-04"
"2203","111","4","2025-04-07"
"2204","340","2","2023-08-31"
"2205","185","1","2024-06-27"
"2206","1056","1","2024-04-25"
"2207","488","3","2026-03-10"
"2208","69","2","2023-11-10"
"2209","487","2","2024-03-06"
"2210","358","3","2024-04-08"
"2211","840","2","2025-07-24"
"2212","1119","3","2023-09-07"
"2213","171","3","2025-07-02"
"2214","783","2","2023-10-20"
"2215","1064","1","2025-02-27"
"2216","1014","3","2023-11-25"
"2217","406","2","2025-09-14"
"2218","372","2","2023-08-18"
"2219","661","4","2024-08-10"
"2220","955","2","2024-01-19"
"2221","628","4","2024-11-28"
"2222","94","1","2024-07-07"
"2223","573","3","2025-08-17"
"2224","1067","2","2026-03-13"
"2225","1120","2","2023-09-01"
"2226","369","2","2026-01-24"
"2227","201","2","2026-02-09"
"2228","724","2","2023-12-08"
"2229","373","1","2023-11-03"
"2230","342","2","2024-04-24"
"2231","959","1","2023-08-05"
"2232","944","2","2024-11-18"
"2233","640","3","2024-09-15"
"2234","643","3","2023-11-14"
"2235","836","1","2026-03-30"
"2236","124","1","2023-10-13"
"2237","78","2","2024-06-22"
"2238","785","4","2024-02-05"
"2239","67","3","2025-02-06"
"2240","255","1","2025-10-20"
"2241","526","1","2024-01-17"
"2242","870","1","2024-03-30"
"2243","58","2","2024-03-27"
"2244","673","1","2026-06-19"
"2245","98","2","2026-06-13"
"2246","406","2","2023-06-18"
"2247","772","1","2024-01-03"
"2248","989","2","2025-07-27"
"2249","309","3","2025-11-13"
"2250","989","2","2023-09-25"
"2251","769","3","2023-08-04"
"2252","881","3","2024-05-18"
"2253","299","2","2023-05-06"
"2254","970","2","2024-08-12"
"2255","138","1","2025-09-12"
"2256","129","2","2025-08-24"
"2257","1094","1","2024-12-05"
"2258","516","3","2025-01-17"
"2259","256","4","2025-04-04"
"2260","828","1","2025-08-02"
"2261","252","3","2024-09-21"
"2262","969","2","2025-12-02"
"2263","85","2","2023-08-25"
"2264","291","4","2023-09-08"
"2265","944","1","2026-02-06"
"2266","734","1","2023-09-22"
"2267","560","3","2026-01-22"
"2268","103","2","2025-03-31"
"2269","1111","4","2023-05-27"
"2270","551","3","2023-03-25"
"2271","535","1","2026-07-14"
"2272","130","1","2023-05-04"
"2273","252","1","2025-12-28"
"2274","130","1","2025-02-12"
"2275","1033","3","2023-04-08"
"2276","588","3","2023-04-27"
"2277","108","1","2023-02-23"
"2278","972","3","2024-02-13"
"2279","1051","2","2025-01-08"
"2280","17","1","2024-07-28"
"2281","532","1","2023-07-24"
"2282","409","1","2025-05-27"
"2283","425","3","2024-11-12"
"2284","972","3","2025-05-08"
"2285","266","2","2025-12-15"
"2286","941","4","2024-04-05"
"2287","1051","2","2025-06-10"
"2288","73","3","2024-10-19"
"2289","824","1","2025-01-10"
"2290","1063","4","2025-01-29"
"2291","146","3","2023-08-13"
"2292","706","2","2026-02-22"
"2293","410","3","2025-08-13"
"2294","78","3","2025-06-24"
"2295","150","3","2026-05-05"
"2296","245","4","2024-04-24"
"2297","947","1","2023-07-29"
"2298","937","2","2024-04-05"
"2299","865","3","2024-03-01"
"2300","563","3","2023-07-01"
"2301","90","2","2026-02-08"
"2302","627","3","2025-05-06"
"2303","51","1","2024-01-20"
"2304","504","1","2025-11-18"
"2305","975","2","2026-06-28"
"2306","658","1","2025-11-13"
"2307","737","3","2026-02-16"
"2308","429","3","2025-12-06"
"2309","563","4","2024-02-16"
"2310","81","3","2026-01-05"
"2311","257","4","2026-01-29"
"2312","40","1","2026-01-08"
"2313","1073","3","2024-11-29"
"2314","817","1","2024-07-17"
"2315","125","2","2025-02-22"
"2316","1038","2","2026-03-16"
"2317","424","3","2023-06-03"
"2318","260","2","2025-12-17"
"2319","20","1","2024-09-05"
"2320","1103","1","2026-07-07"
"2321","1068","2","2025-06-16"
"2322","958","2","2023-11-21"
"2323","906","3","2024-06-19"
"2324","999","2","2026-01-19"
"2325","748","3","2025-03-06"
"2326","1070","3","2025-09-06"
"2327","1074","1","2023-05-17"
"2328","493","3","2025-04-26"
"2329","1060","1","2023-06-29"
"2330","588","1","2024-12-15"
"2331","1095","2","2023-03-18"
"2332","85","2","2026-04-12"
"2333","414","2","2026-01-02"
"2334","852","2","2024-12-11"
"2335","233","2","2024-10-01"
"2336","371","1","2025-11-17"
"2337","1002","2","2024-08-04"
"2338","235","4","2023-08-10"
"2339","933","2","2025-08-03"
"2340","452","1","2025-10-02"
"2341","669","4","2023-07-25"
"2342","837","2","2025-05-10"
"2343","790","2","2026-03-31"
"2344","518","1","2024-02-21"
"2345","1025","1","2023-04-23"
"2346","172","2","2024-06-05"
"2347","963","1","2024-08-30"
"2348","322","2","2024-11-02"
"2349","921","1","2025-12-30"
"2350","1018","3","2025-05-12"
"2351","1115","1","2026-02-03"
"2352","1012","1","2026-04-18"
"2353","558","3","2023-11-12"
"2354","291","1","2024-06-02"
"2355","223","2","2023-02-06"
"2356","365","1","2026-06-20"
"2357","279","2","2025-02-15"
"2358","1032","1","2026-05-13"
"2359","665","1","2026-06-25"
"2360","873","2","2023-03-24"
"2361","216","2","2026-04-17"
"2362","1119","2","2025-09-02"
"2363","664","1","2025-09-16"
"2364","65","2","2025-09-18"
"2365","596","3","2025-03-31"
"2366","243","1","2024-10-10"
"2367","237","1","2024-07-01"
"2368","1002","1","2025-09-06"
"2369","102","2","2025-08-28"
"2370","869","3","2023-05-07"
"2371","989","2","2026-03-04"
"2372","12","1","2023-04-12"
"2373","622","4","2024-07-30"
"2374","1071","1","2026-06-20"
"2375","188","2","2024-01-15"
"2376","89","1","2025-12-25"
"2377","767","1","2026-05-24"
"2378","328","2","2023-02-03"
"2379","980","1","2026-02-10"
"2380","89","3","2025-03-19"
"2381","1055","3","2025-02-11"
"2382","804","1","2026-02-15"
"2383","497","3","2026-03-18"
"2384","768","1","2024-05-07"
"2385","62","2","2024-07-05"
"2386","939","3","2025-10-03"
"2387","132","3","2024-04-25"
"2388","198","1","2026-04-14"
"2389","720","4","2024-05-06"
"2390","73","3","2025-04-18"
"2391","1088","2","2024-11-13"
"2392","243","1","2024-06-12"
"2393","765","2","2024-06-20"
"2394","1024","1","2025-02-08"
"2395","374","3","2023-02-02"
"2396","992","3","2024-12-13"
"2397","327","1","2025-12-05"
"2398","161","1","2025-04-11"
"2399","1117","1","2026-03-08"
"2400","546","2","2023-12-03"
"2401","886","2","2025-07-06"
"2402","691","2","2025-01-30"
"2403","413","3","2023-07-28"
"2404","337","2","2023-04-30"
"2405","21","3","2024-04-07"
"2406","110","2","2023-06-23"
"2407","735","1","2023-02-10"
"2408","805","1","2025-04-11"
"2409","1010","1","2024-08-19"
"2410","37","2","2024-04-17"
"2411","200","3","2023-05-02"
"2412","111","1","2024-12-31"
"2413","544","1","2024-10-09"
"2414","170","2","2026-04-30"
"2415","956","1","2023-11-18"
"2416","954","3","2023-05-13"
"2417","30","2","2024-02-06"
"2418","747","2","2024-05-29"
"2419","1033","2","2025-04-21"
"2420","452","1","2025-08-30"
"2421","856","1","2024-08-20"
"2422","717","3","2024-11-01"
"2423","303","1","2025-11-04"
"2424","75","1","2023-02-01"
"2425","892","1","2025-11-15"
"2426","393","1","2025-01-13"
"2427","625","3","2023-01-02"
"2428","577","4","2023-04-10"
"2429","33","4","2024-04-05"
"2430","370","4","2023-07-23"
"2431","776","3","2026-07-13"
"2432","607","1","2024-04-22"
"2433","571","1","2023-07-28"
"2434","951","1","2025-10-25"
"2435","1079","1","2026-01-25"
"2436","781","2","2026-02-15"
"2437","779","1","2026-05-06"
"2438","987","3","2024-07-06"
"2439","234","1","2024-06-03"
"2440","653","3","2025-11-24"
"2441","782","3","2024-02-06"
"2442","948","1","2023-04-18"
"2443","681","3","2024-06-06"
"2444","898","2","2023-10-04"
"2445","513","4","2026-07-04"
"2446","1082","2","2024-08-04"
"2447","224","3","2024-09-02"
"2448","407","2","2026-01-19"
"2449","1047","1","2023-02-11"
"2450","1054","1","2025-04-10"
"2451","955","3","2025-04-17"
"2452","131","3","2023-07-28"
"2453","129","2","2023-04-07"
"2454","587","2","2026-02-27"
"2455","428","1","2023-05-25"
"2456","384","4","2025-12-11"
"2457","105","2","2024-08-21"
"2458","68","2","2025-11-06"
"2459","877","2","2026-01-29"
"2460","284","3","2024-04-06"
"2461","414","2","2025-10-09"
"2462","693","3","2023-01-24"
"2463","160","1","2023-01-17"
"2464","559","4","2024-04-22"
"2465","267","2","2024-05-10"
"2466","681","1","2023-07-09"
"2467","1085","2","2023-05-21"
"2468","662","1","2024-08-21"
"2469","653","2","2024-07-12"
"2470","840","3","2023-07-19"
"2471","313","3","2023-07-09"
"2472","19","3","2023-08-28"
"2473","492","2","2025-05-29"
"2474","925","2","2025-09-25"
"2475","331","1","2025-01-19"
"2476","324","1","2024-10-26"
"2477","641","1","2024-09-14"
"2478","187","2","2023-10-04"
"2479","1067","1","2025-01-24"
"2480","963","4","2023-03-31"
"2481","1032","1","2025-12-30"
"2482","26","3","2025-11-04"
"2483","229","1","2023-04-07"
"2484","1047","1","2025-02-17"
"2485","574","2","2026-05-05"
"2486","350","2","2024-08-01"
"2487","720","2","2024-02-21"
"2488","1088","4","2025-06-01"
"2489","82","2","2023-11-15"
"2490","567","2","2024-11-21"
"2491","737","1","2023-07-18"
"2492","855","4","2024-07-24"
"2493","818","1","2024-06-26"
"2494","249","1","2024-06-07"
"2495","149","1","2025-08-18"
"2496","1100","1","2023-01-01"
"2497","348","2","2025-04-17"
"2498","324","2","2024-07-01"
"2499","237","3","2025-08-06"
"2500","1109","2","2023-07-26"
"2501","233","3","2026-02-09"
"2502","939","1","2023-06-04"
"2503","318","2","2023-08-17"
"2504","830","3","2023-02-04"
"2505","527","2","2024-05-04"
"2506","816","3","2026-01-30"
"2507","628","3","2023-03-06"
"2508","107","3","2026-05-15"
"2509","696","3","2025-11-30"
"2510","934","2","2026-01-18"
"2511","147","2","2025-09-20"
"2512","920","1","2025-05-10"
"2513","528","1","2025-06-27"
"2514","464","1","2024-08-17"
"2515","90","1","2023-03-02"
"2516","1118","3","2023-06-19"
"2517","372","2","2026-07-20"
"2518","895","1","2023-11-28"
"2519","279","3","2026-01-02"
"2520","974","1","2025-05-06"
"2521","918","1","2025-01-20"
"2522","1056","1","2023-05-19"
"2523","390","1","2026-04-15"
"2524","85","2","2023-09-29"
"2525","40","1","2024-03-12"
"2526","455","2","2026-01-13"
"2527","535","3","2025-07-20"
"2528","173","1","2024-06-04"
"2529","512","2","2025-10-06"
"2530","417","1","2025-07-03"
"2531","391","2","2025-04-24"
"2532","503","2","2023-01-26"
"2533","603","2","2025-04-09"
"2534","874","3","2024-10-01"
"2535","627","1","2023-11-05"
"2536","991","1","2025-07-28"
"2537","360","4","2025-08-27"
"2538","346","1","2025-05-03"
"2539","788","2","2024-02-14"
"2540","650","3","2024-02-28"
"2541","743","3","2024-01-05"
"2542","1124","1","2023-12-19"
"2543","97","1","2025-01-12"
"2544","838","1","2026-05-14"
"2545","902","2","2023-10-19"
"2546","17","1","2023-01-14"
"2547","87","3","2023-10-06"
"2548","365","1","2025-03-16"
"2549","397","3","2023-07-08"
"2550","632","2","2024-01-06"
"2551","808","2","2024-01-06"
"2552","924","4","2024-02-16"
"2553","777","3","2025-01-17"
"2554","645","3","2023-08-24"
"2555","1033","1","2025-02-18"
"2556","989","2","2023-09-08"
"2557","1041","2","2024-11-28"
"2558","193","4","2025-10-08"
"2559","379","1","2023-11-12"
"2560","169","2","2024-04-19"
"2561","164","3","2023-06-19"
"2562","84","3","2025-11-28"
"2563","299","1","2025-05-21"
"2564","1032","2","2026-02-03"
"2565","262","3","2023-10-09"
"2566","837","2","2023-06-22"
"2567","896","2","2023-11-27"
"2568","187","2","2023-08-28"
"2569","695","3","2023-01-28"
"2570","427","1","2024-04-08"
"2571","17","4","2023-12-16"
"2572","763","2","2025-06-10"
"2573","438","4","2023-08-24"
"2574","168","1","2024-08-30"
"2575","630","2","2023-06-15"
"2576","916","1","2026-03-20"
"2577","624","3","2024-07-17"
"2578","1","1","2024-07-05"
"2579","1104","4","2024-03-15"
"2580","267","3","2023-10-28"
"2581","672","2","2023-03-14"
"2582","447","3","2026-01-12"
"2583","92","2","2024-11-19"
"2584","686","2","2023-05-13"
"2585","718","2","2024-07-07"
"2586","1053","1","2024-11-11"
"2587","640","3","2023-05-21"
"2588","1032","3","2023-10-05"
"2589","320","2","2025-11-17"
"2590","1062","2","2023-12-01"
"2591","1035","4","2023-12-31"
"2592","578","1","2024-01-24"
"2593","857","2","2024-10-30"
"2594","34","1","2025-08-09"
"2595","342","2","2025-01-25"
"2596","385","2","2026-03-09"
"2597","710","1","2025-10-28"
"2598","915","1","2025-05-23"
"2599","1062","1","2023-01-02"
"2600","36","1","2025-06-20"
"2601","634","2","2023-05-12"
"2602","166","1","2026-05-27"
"2603","1065","1","2024-07-24"
"2604","906","4","2023-04-09"
"2605","115","1","2023-07-06"
"2606","544","3","2023-10-06"
"2607","407","1","2024-06-21"
"2608","973","3","2023-05-08"
"2609","469","3","2026-01-27"
"2610","973","3","2025-05-03"
"2611","107","4","2025-02-18"
"2612","1117","2","2024-08-29"
"2613","737","1","2024-06-28"
"2614","797","3","2025-10-07"
"2615","746","3","2023-04-16"
"2616","604","2","2025-06-23"
"2617","1008","3","2024-08-01"
"2618","611","2","2026-04-06"
"2619","584","3","2026-02-05"
"2620","1122","2","2025-11-06"
"2621","892","1","2023-11-29"
"2622","183","4","2023-12-29"
"2623","246","4","2025-11-03"
"2624","379","1","2023-08-21"
"2625","663","2","2023-12-26"
"2626","845","1","2026-04-28"
"2627","635","1","2025-03-25"
"2628","331","1","2025-03-25"
"2629","544","3","2023-05-19"
"2630","453","2","2023-07-13"
"2631","856","1","2024-07-10"
"2632","399","1","2026-03-08"
"2633","426","3","2023-12-30"
"2634","697","2","2025-03-10"
"2635","441","1","2023-08-14"
"2636","251","4","2026-06-18"
"2637","347","3","2025-02-15"
"2638","620","3","2023-08-30"
"2639","491","2","2024-03-12"
"2640","1044","2","2025-05-17"
"2641","962","1","2023-05-11"
"2642","1036","2","2025-10-01"
"2643","132","1","2024-01-19"
"2644","144","3","2024-04-14"
"2645","835","1","2024-10-08"
"2646","890","3","2023-11-21"
"2647","658","1","2025-01-22"
"2648","896","1","2023-11-20"
"2649","732","2","2025-01-07"
"2650","945","1","2026-03-26"
"2651","373","3","2024-03-13"
"2652","707","2","2024-06-26"
"2653","719","1","2023-07-18"
"2654","1026","4","2025-02-24"
"2655","958","2","2026-03-15"
