CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1447,IPC,498A,1,1
1447,IPC,420,1,1
1448,IPC,307,1,1
1449,IPC,307,1,1
1450,IPC,420,1,1
1451,MVA,185,1,1
1452,ITA,66C,1,1
1453,IPC,379,1,1
1454,ITA,66C,1,1
1455,IPC,379,1,1
1455,IPC,498A,1,1
1456,IPC,498A,1,1
1456,IPC,307,1,1
1457,IPC,420,1,1
1457,MVA,185,1,1
1458,IPC,354,1,1
1458,IPC,498A,1,1
1459,IPC,498A,1,1
1459,IPC,392,1,1
1460,IPC,354,1,1
1461,IPC,379,1,1
1461,IPC,498A,1,1
1462,ITA,66C,1,1
1463,IPC,354,1,1
1463,IPC,307,1,1
1464,ITA,66C,1,1
1465,ITA,66C,1,1
1466,IPC,302,1,1
1466,IPC,302,1,1
1467,IPC,354,1,1
1467,IPC,420,1,1
1468,IPC,498A,1,1
1468,IPC,420,1,1
1469,ITA,66C,1,1
1470,NDPS,20,1,1
1471,IPC,302,1,1
1471,IPC,354,1,1
1472,IPC,302,1,1
1472,MVA,185,1,1
1473,IPC,354,1,1
1473,IPC,302,1,1
1474,IPC,420,1,1
1474,IPC,420,1,1
1475,IPC,392,1,1
1476,ITA,66C,1,1
1477,IPC,307,1,1
1478,IPC,498A,1,1
1478,IPC,498A,1,1
1479,IPC,354,1,1
1479,ITA,66C,1,1
1480,IPC,354,1,1
1481,MVA,185,1,1
1481,IPC,354,1,1
1482,ITA,66D,1,1
1483,ITA,66D,1,1
1484,IPC,498A,1,1
1485,IPC,354,1,1
1485,IPC,498A,1,1
1486,IPC,354,1,1
1486,IPC,379,1,1
1487,ITA,66D,1,1
1488,ITA,66C,1,1
1488,ITA,66D,1,1
1489,ITA,66D,1,1
1490,IPC,392,1,1
1491,NDPS,20,1,1
1491,IPC,420,1,1
1492,IPC,498A,1,1
1492,IPC,354,1,1
1493,IPC,302,1,1
1493,IPC,354,1,1
1494,IPC,302,1,1
1494,MVA,185,1,1
1495,IPC,379,1,1
1495,NDPS,20,1,1
1496,IPC,420,1,1
1496,ITA,66D,1,1
1497,IPC,379,1,1
1498,IPC,354,1,1
1499,IPC,302,1,1
1499,IPC,420,1,1
1500,IPC,420,1,1
1501,IPC,379,1,1
1501,IPC,354,1,1
1502,IPC,354,1,1
1502,IPC,420,1,1
1503,IPC,420,1,1
1503,IPC,307,1,1
1504,MVA,185,1,1
1504,IPC,392,1,1
1505,ITA,66C,1,1
1505,IPC,498A,1,1
1506,ITA,66D,1,1
1507,IPC,307,1,1
1508,IPC,307,1,1
1509,ITA,66C,1,1
1509,MVA,185,1,1
1510,IPC,307,1,1
1510,IPC,379,1,1
1511,MVA,185,1,1
1512,NDPS,20,1,1
1512,NDPS,20,1,1
1513,IPC,392,1,1
1514,IPC,354,1,1
1514,MVA,185,1,1
1515,MVA,185,1,1
1516,IPC,354,1,1
1516,ITA,66D,1,1
1517,IPC,307,1,1
1518,IPC,379,1,1
1518,IPC,392,1,1
1519,IPC,379,1,1
1520,IPC,420,1,1
1520,ITA,66D,1,1
1521,IPC,420,1,1
1521,IPC,307,1,1
1522,ITA,66D,1,1
1523,IPC,354,1,1
1524,IPC,379,1,1
1525,IPC,307,1,1
1525,IPC,354,1,1
1526,ITA,66C,1,1
1527,IPC,302,1,1
1528,NDPS,20,1,1
1529,MVA,185,1,1
1529,ITA,66D,1,1
1530,IPC,302,1,1
1531,ITA,66C,1,1
1531,IPC,354,1,1
1532,ITA,66C,1,1
1532,IPC,420,1,1
1533,MVA,185,1,1
1534,IPC,354,1,1
1534,IPC,498A,1,1
1535,IPC,379,1,1
1535,IPC,307,1,1
1536,MVA,185,1,1
1537,IPC,498A,1,1
1537,IPC,307,1,1
1538,IPC,392,1,1
1538,IPC,354,1,1
1539,IPC,420,1,1
1540,MVA,185,1,1
1541,IPC,392,1,1
1542,IPC,392,1,1
1543,IPC,498A,1,1
1544,IPC,307,1,1
1545,IPC,498A,1,1
1546,IPC,379,1,1
1546,IPC,392,1,1
1547,IPC,420,1,1
1547,MVA,185,1,1
1548,IPC,420,1,1
1549,ITA,66C,1,1
1549,IPC,420,1,1
1550,IPC,420,1,1
1551,IPC,354,1,1
1552,MVA,185,1,1
1552,ITA,66D,1,1
1553,MVA,185,1,1
1554,ITA,66D,1,1
1554,MVA,185,1,1
1555,IPC,307,1,1
1556,MVA,185,1,1
1557,IPC,420,1,1
1558,IPC,420,1,1
1559,IPC,392,1,1
1560,IPC,302,1,1
1561,NDPS,20,1,1
1562,MVA,185,1,1
1563,IPC,354,1,1
1564,IPC,307,1,1
1564,ITA,66C,1,1
1565,IPC,302,1,1
1566,IPC,420,1,1
1567,MVA,185,1,1
1567,IPC,420,1,1
1568,IPC,302,1,1
1568,IPC,354,1,1
1569,MVA,185,1,1
1569,MVA,185,1,1
1570,IPC,354,1,1
1571,ITA,66D,1,1
1571,MVA,185,1,1
1572,IPC,307,1,1
1573,ITA,66C,1,1
1573,IPC,354,1,1
1574,MVA,185,1,1
1574,IPC,420,1,1
1575,IPC,420,1,1
1576,NDPS,20,1,1
1576,IPC,420,1,1
1577,ITA,66D,1,1
1577,NDPS,20,1,1
1578,IPC,392,1,1
1579,MVA,185,1,1
1580,IPC,302,1,1
1581,IPC,498A,1,1
1582,IPC,392,1,1
1582,ITA,66D,1,1
1583,ITA,66C,1,1
1583,ITA,66C,1,1
1584,IPC,307,1,1
1585,ITA,66D,1,1
1586,IPC,302,1,1
1587,IPC,420,1,1
1588,IPC,420,1,1
1588,IPC,420,1,1
1589,IPC,379,1,1
1589,MVA,185,1,1
1590,ITA,66D,1,1
1591,IPC,354,1,1
1592,IPC,420,1,1
1592,MVA,185,1,1
1593,MVA,185,1,1
1593,IPC,420,1,1
1594,IPC,379,1,1
1594,MVA,185,1,1
1595,IPC,498A,1,1
1596,ITA,66D,1,1
1597,ITA,66C,1,1
1597,IPC,379,1,1
1598,IPC,302,1,1
1598,MVA,185,1,1
1599,IPC,498A,1,1
1599,IPC,379,1,1
1600,NDPS,20,1,1
1600,IPC,498A,1,1
1601,IPC,379,1,1
1601,IPC,392,1,1
1602,MVA,185,1,1
1603,IPC,498A,1,1
1604,MVA,185,1,1
1604,MVA,185,1,1
1605,IPC,498A,1,1
1605,IPC,354,1,1
1606,IPC,392,1,1
1606,IPC,420,1,1
1607,IPC,302,1,1
1608,NDPS,20,1,1
1609,ITA,66C,1,1
1610,IPC,302,1,1
1610,IPC,302,1,1
1611,IPC,307,1,1
1611,IPC,392,1,1
1612,IPC,379,1,1
1613,IPC,302,1,1
1614,IPC,307,1,1
1615,IPC,307,1,1
1616,NDPS,20,1,1
1617,IPC,498A,1,1
1618,IPC,302,1,1
1619,IPC,354,1,1
1619,IPC,354,1,1
1620,ITA,66D,1,1
1621,IPC,302,1,1
1621,IPC,420,1,1
1622,IPC,302,1,1
1623,IPC,302,1,1
1623,IPC,392,1,1
1624,IPC,307,1,1
1624,MVA,185,1,1
1625,IPC,307,1,1
1625,NDPS,20,1,1
1626,IPC,354,1,1
1627,NDPS,20,1,1
1628,MVA,185,1,1
1629,NDPS,20,1,1
1630,ITA,66C,1,1
1631,IPC,354,1,1
1631,ITA,66C,1,1
1632,IPC,498A,1,1
1632,IPC,354,1,1
1633,ITA,66C,1,1
1633,ITA,66C,1,1
1634,IPC,302,1,1
1635,NDPS,20,1,1
1636,IPC,354,1,1
1636,ITA,66D,1,1
1637,IPC,354,1,1
1637,NDPS,20,1,1
1638,ITA,66C,1,1
1639,MVA,185,1,1
1639,IPC,498A,1,1
1640,MVA,185,1,1
1640,IPC,498A,1,1
1641,IPC,392,1,1
1642,IPC,302,1,1
1643,ITA,66C,1,1
1643,IPC,307,1,1
1644,ITA,66C,1,1
1644,IPC,307,1,1
1645,IPC,354,1,1
1646,IPC,354,1,1
1647,IPC,420,1,1
1648,IPC,379,1,1
1648,IPC,379,1,1
1649,IPC,307,1,1
1649,IPC,420,1,1
1650,NDPS,20,1,1
1650,MVA,185,1,1
1651,IPC,420,1,1
1651,IPC,498A,1,1
1652,IPC,354,1,1
1652,MVA,185,1,1
1653,IPC,498A,1,1
1654,IPC,498A,1,1
1655,IPC,302,1,1
1655,ITA,66C,1,1
1656,NDPS,20,1,1
1656,IPC,392,1,1
1657,IPC,354,1,1
1657,ITA,66D,1,1
1658,ITA,66C,1,1
1658,ITA,66D,1,1
1659,IPC,420,1,1
1660,IPC,498A,1,1
1660,IPC,379,1,1
1661,ITA,66C,1,1
1661,IPC,307,1,1
1662,ITA,66C,1,1
1662,IPC,420,1,1
1663,IPC,420,1,1
1663,ITA,66C,1,1
1664,NDPS,20,1,1
1665,IPC,302,1,1
1665,NDPS,20,1,1
1666,IPC,354,1,1
1667,ITA,66C,1,1
1667,IPC,307,1,1
1668,IPC,498A,1,1
1668,ITA,66D,1,1
1669,ITA,66D,1,1
1670,IPC,420,1,1
1670,ITA,66D,1,1
1671,ITA,66D,1,1
1672,IPC,302,1,1
1673,IPC,392,1,1
1674,IPC,420,1,1
1674,IPC,354,1,1
1675,IPC,379,1,1
1675,ITA,66C,1,1
1676,IPC,302,1,1
1676,IPC,379,1,1
1677,IPC,354,1,1
1677,ITA,66C,1,1
1678,NDPS,20,1,1
1678,IPC,420,1,1
1679,IPC,420,1,1
1679,IPC,392,1,1
1680,IPC,354,1,1
1681,ITA,66D,1,1
1681,IPC,392,1,1
1682,IPC,420,1,1
1682,IPC,307,1,1
1683,IPC,302,1,1
1683,IPC,302,1,1
1684,MVA,185,1,1
1684,IPC,420,1,1
1685,NDPS,20,1,1
1686,NDPS,20,1,1
1687,ITA,66D,1,1
1687,ITA,66C,1,1
1688,IPC,302,1,1
1688,IPC,379,1,1
1689,IPC,392,1,1
1689,ITA,66D,1,1
1690,NDPS,20,1,1
1691,IPC,307,1,1
1692,IPC,354,1,1
1693,MVA,185,1,1
1694,IPC,379,1,1
1695,IPC,498A,1,1
1696,IPC,354,1,1
1696,IPC,420,1,1
1697,MVA,185,1,1
1698,IPC,379,1,1
1698,IPC,392,1,1
1699,IPC,307,1,1
1700,IPC,354,1,1
1701,MVA,185,1,1
1702,ITA,66C,1,1
1702,IPC,420,1,1
1703,IPC,379,1,1
1703,IPC,307,1,1
1704,IPC,379,1,1
1705,IPC,302,1,1
1705,IPC,392,1,1
1706,IPC,498A,1,1
1706,IPC,392,1,1
1707,IPC,379,1,1
1708,IPC,307,1,1
1708,IPC,354,1,1
1709,IPC,420,1,1
1710,ITA,66C,1,1
1710,MVA,185,1,1
1711,IPC,354,1,1
1711,ITA,66C,1,1
1712,ITA,66C,1,1
1713,MVA,185,1,1
1713,NDPS,20,1,1
1714,IPC,392,1,1
1715,MVA,185,1,1
1716,MVA,185,1,1
1717,NDPS,20,1,1
1717,IPC,354,1,1
1718,ITA,66C,1,1
1719,IPC,420,1,1
1720,NDPS,20,1,1
1721,IPC,379,1,1
1722,IPC,392,1,1
1723,IPC,420,1,1
1724,IPC,307,1,1
1724,IPC,420,1,1
1725,MVA,185,1,1
1725,MVA,185,1,1
1726,IPC,420,1,1
1727,IPC,307,1,1
1727,NDPS,20,1,1
1728,IPC,354,1,1
1729,IPC,379,1,1
1729,MVA,185,1,1
1730,IPC,498A,1,1
1731,IPC,307,1,1
1732,NDPS,20,1,1
1732,IPC,354,1,1
1733,ITA,66D,1,1
1733,IPC,498A,1,1
1734,IPC,354,1,1
1734,MVA,185,1,1
1735,IPC,302,1,1
1735,IPC,392,1,1
1736,MVA,185,1,1
1737,IPC,302,1,1
1738,IPC,392,1,1
1739,IPC,392,1,1
1740,IPC,392,1,1
1740,IPC,354,1,1
1741,IPC,420,1,1
1742,IPC,420,1,1
1743,ITA,66D,1,1
1744,IPC,302,1,1
1745,IPC,302,1,1
1746,ITA,66C,1,1
1746,IPC,392,1,1
1747,ITA,66C,1,1
1748,MVA,185,1,1
1749,IPC,354,1,1
1749,IPC,392,1,1
1750,IPC,307,1,1
1751,IPC,307,1,1
1751,IPC,302,1,1
1752,IPC,354,1,1
1753,IPC,302,1,1
1754,IPC,379,1,1
1754,ITA,66C,1,1
1755,IPC,392,1,1
1756,IPC,498A,1,1
1757,IPC,302,1,1
1757,IPC,307,1,1
1758,IPC,379,1,1
1758,IPC,302,1,1
1759,IPC,498A,1,1
1759,ITA,66C,1,1
1760,IPC,379,1,1
1760,IPC,354,1,1
1761,IPC,392,1,1
1762,MVA,185,1,1
1763,NDPS,20,1,1
1764,IPC,302,1,1
1765,IPC,302,1,1
1765,IPC,392,1,1
1766,ITA,66C,1,1
1767,MVA,185,1,1
1768,MVA,185,1,1
1768,NDPS,20,1,1
1769,IPC,498A,1,1
1770,IPC,302,1,1
1770,IPC,420,1,1
1771,IPC,379,1,1
1772,IPC,392,1,1
1773,IPC,307,1,1
1774,IPC,302,1,1
1774,ITA,66C,1,1
1775,ITA,66D,1,1
1776,IPC,420,1,1
1777,IPC,498A,1,1
1778,IPC,302,1,1
1778,IPC,302,1,1
1779,ITA,66C,1,1
1780,IPC,498A,1,1
1781,ITA,66D,1,1
1781,MVA,185,1,1
1782,IPC,354,1,1
1782,IPC,354,1,1
1783,IPC,307,1,1
1784,IPC,498A,1,1
1784,IPC,307,1,1
1785,NDPS,20,1,1
1786,NDPS,20,1,1
1787,ITA,66C,1,1
1788,IPC,302,1,1
1788,IPC,498A,1,1
1789,ITA,66D,1,1
1789,IPC,379,1,1
1790,IPC,420,1,1
1790,IPC,379,1,1
1791,NDPS,20,1,1
1791,IPC,392,1,1
1792,IPC,392,1,1
1792,IPC,307,1,1
1793,IPC,302,1,1
1794,IPC,392,1,1
1795,IPC,392,1,1
1795,IPC,302,1,1
1796,MVA,185,1,1
1797,IPC,307,1,1
1798,IPC,498A,1,1
1798,MVA,185,1,1
1799,NDPS,20,1,1
1799,IPC,307,1,1
1800,IPC,498A,1,1
1800,IPC,379,1,1
1801,NDPS,20,1,1
1801,NDPS,20,1,1
1802,NDPS,20,1,1
1802,IPC,420,1,1
1803,MVA,185,1,1
1804,ITA,66C,1,1
1805,NDPS,20,1,1
1806,IPC,307,1,1
1807,IPC,354,1,1
1808,ITA,66C,1,1
1809,MVA,185,1,1
1810,IPC,302,1,1
1811,ITA,66D,1,1
1811,IPC,302,1,1
1812,IPC,392,1,1
1812,ITA,66D,1,1
1813,IPC,302,1,1
1814,IPC,302,1,1
1814,IPC,420,1,1
1815,IPC,392,1,1
1815,IPC,379,1,1
1816,IPC,498A,1,1
1816,ITA,66C,1,1
1817,IPC,354,1,1
1818,IPC,420,1,1
1819,MVA,185,1,1
1819,MVA,185,1,1
1820,MVA,185,1,1
1821,IPC,392,1,1
1822,IPC,420,1,1
1822,IPC,379,1,1
1823,IPC,354,1,1
1823,NDPS,20,1,1
1824,IPC,354,1,1
1825,NDPS,20,1,1
1825,MVA,185,1,1
1826,IPC,379,1,1
1826,IPC,354,1,1
1827,IPC,420,1,1
1828,IPC,354,1,1
1829,ITA,66C,1,1
1829,ITA,66D,1,1
1830,IPC,392,1,1
1831,ITA,66C,1,1
1832,IPC,498A,1,1
1833,IPC,392,1,1
1833,IPC,307,1,1
1834,IPC,379,1,1
1835,IPC,379,1,1
1835,MVA,185,1,1
1836,NDPS,20,1,1
1836,ITA,66C,1,1
1837,ITA,66C,1,1
1838,IPC,302,1,1
1838,IPC,392,1,1
1839,IPC,420,1,1
1839,NDPS,20,1,1
1840,IPC,307,1,1
1840,ITA,66C,1,1
1841,NDPS,20,1,1
1842,IPC,379,1,1
1842,IPC,498A,1,1
1843,IPC,379,1,1
1844,MVA,185,1,1
1844,IPC,379,1,1
1845,IPC,498A,1,1
1846,MVA,185,1,1
1846,IPC,307,1,1
1847,IPC,392,1,1
1848,IPC,498A,1,1
1848,IPC,354,1,1
1849,NDPS,20,1,1
1850,IPC,379,1,1
1851,MVA,185,1,1
1852,ITA,66C,1,1
1853,IPC,498A,1,1
1853,IPC,379,1,1
1854,NDPS,20,1,1
1854,IPC,302,1,1
1855,IPC,420,1,1
1855,IPC,420,1,1
1856,ITA,66D,1,1
1857,IPC,392,1,1
1857,IPC,420,1,1
1858,IPC,307,1,1
1858,ITA,66D,1,1
1859,IPC,307,1,1
1859,MVA,185,1,1
1860,ITA,66C,1,1
1861,IPC,354,1,1
1861,IPC,354,1,1
1862,IPC,420,1,1
1863,IPC,420,1,1
1864,IPC,307,1,1
1865,NDPS,20,1,1
1866,IPC,307,1,1
1867,IPC,420,1,1
1868,ITA,66D,1,1
1868,IPC,354,1,1
1869,IPC,379,1,1
1870,IPC,302,1,1
1870,IPC,302,1,1
1871,IPC,379,1,1
1871,NDPS,20,1,1
1872,ITA,66C,1,1
1872,IPC,420,1,1
1873,IPC,392,1,1
1874,IPC,420,1,1
1874,IPC,354,1,1
1875,IPC,307,1,1
1876,IPC,420,1,1
1877,MVA,185,1,1
1877,IPC,354,1,1
1878,ITA,66C,1,1
1878,IPC,498A,1,1
1879,IPC,354,1,1
1880,IPC,307,1,1
1880,IPC,420,1,1
1881,IPC,354,1,1
1881,IPC,379,1,1
1882,IPC,307,1,1
1883,NDPS,20,1,1
1883,IPC,354,1,1
1884,IPC,379,1,1
1884,IPC,392,1,1
1885,IPC,379,1,1
1885,ITA,66D,1,1
1886,IPC,307,1,1
1886,NDPS,20,1,1
1887,IPC,354,1,1
1888,IPC,307,1,1
1889,IPC,307,1,1
1889,MVA,185,1,1
1890,IPC,379,1,1
1891,IPC,379,1,1
1892,IPC,302,1,1
1893,IPC,354,1,1
1893,IPC,420,1,1
1894,ITA,66C,1,1
1894,ITA,66D,1,1
1895,ITA,66C,1,1
1895,NDPS,20,1,1
1896,IPC,354,1,1
1896,IPC,354,1,1
1897,IPC,379,1,1
1898,IPC,379,1,1
1899,NDPS,20,1,1
1899,NDPS,20,1,1
1900,ITA,66D,1,1
1900,IPC,420,1,1
1901,IPC,302,1,1
1901,ITA,66D,1,1
1902,ITA,66C,1,1
1903,IPC,379,1,1
1904,IPC,498A,1,1
1905,ITA,66D,1,1
1906,MVA,185,1,1
1906,IPC,302,1,1
1907,NDPS,20,1,1
1908,ITA,66D,1,1
1909,IPC,379,1,1
1910,IPC,379,1,1
1911,IPC,379,1,1
1912,IPC,498A,1,1
1913,IPC,354,1,1
1913,IPC,354,1,1
1914,IPC,392,1,1
1915,IPC,302,1,1
1916,ITA,66D,1,1
1917,IPC,307,1,1
1918,IPC,379,1,1
1918,IPC,302,1,1
1919,IPC,354,1,1
1919,IPC,302,1,1
1920,ITA,66C,1,1
1921,IPC,302,1,1
1922,IPC,392,1,1
1923,IPC,354,1,1
1923,IPC,498A,1,1
1924,IPC,498A,1,1
1925,IPC,420,1,1
1925,IPC,392,1,1
1926,IPC,307,1,1
1926,NDPS,20,1,1
1927,IPC,392,1,1
1927,ITA,66C,1,1
1928,ITA,66D,1,1
1929,MVA,185,1,1
1930,MVA,185,1,1
1931,ITA,66C,1,1
1931,IPC,420,1,1
1932,IPC,379,1,1
1933,IPC,307,1,1
1934,IPC,354,1,1
1934,NDPS,20,1,1
1935,IPC,392,1,1
1936,IPC,420,1,1
1936,ITA,66C,1,1
1937,ITA,66C,1,1
1937,IPC,307,1,1
1938,IPC,307,1,1
1939,ITA,66C,1,1
1939,IPC,498A,1,1
1940,IPC,307,1,1
1940,IPC,498A,1,1
1941,IPC,420,1,1
1942,IPC,498A,1,1
1943,IPC,307,1,1
1944,IPC,307,1,1
1945,IPC,302,1,1
1945,IPC,307,1,1
1946,IPC,307,1,1
1946,IPC,307,1,1
1947,ITA,66D,1,1
1947,IPC,420,1,1
1948,MVA,185,1,1
1948,MVA,185,1,1
1949,MVA,185,1,1
1949,IPC,354,1,1
1950,IPC,498A,1,1
1951,ITA,66C,1,1
1952,IPC,307,1,1
1952,NDPS,20,1,1
1953,IPC,354,1,1
1954,IPC,420,1,1
1955,IPC,302,1,1
1956,IPC,302,1,1
1956,NDPS,20,1,1
1957,IPC,354,1,1
1958,IPC,307,1,1
1959,IPC,302,1,1
1960,IPC,379,1,1
1960,ITA,66D,1,1
1961,IPC,302,1,1
1961,ITA,66C,1,1
1962,ITA,66C,1,1
1963,IPC,498A,1,1
1964,IPC,302,1,1
1964,ITA,66D,1,1
1965,IPC,420,1,1
1966,IPC,392,1,1
1966,IPC,354,1,1
1967,IPC,379,1,1
1968,IPC,302,1,1
1968,NDPS,20,1,1
1969,MVA,185,1,1
1969,ITA,66C,1,1
1970,IPC,420,1,1
1970,IPC,498A,1,1
1971,IPC,302,1,1
1972,IPC,420,1,1
1972,IPC,420,1,1
1973,MVA,185,1,1
1974,IPC,307,1,1
1975,IPC,379,1,1
1975,MVA,185,1,1
1976,IPC,379,1,1
1977,NDPS,20,1,1
1978,NDPS,20,1,1
1979,MVA,185,1,1
1979,ITA,66C,1,1
1980,IPC,498A,1,1
1981,IPC,307,1,1
1981,NDPS,20,1,1
1982,IPC,307,1,1
1983,IPC,307,1,1
1983,IPC,307,1,1
1984,IPC,392,1,1
1984,ITA,66C,1,1
1985,IPC,379,1,1
1986,IPC,392,1,1
1986,IPC,354,1,1
1987,ITA,66D,1,1
1988,MVA,185,1,1
1988,IPC,302,1,1
1989,IPC,307,1,1
1989,IPC,379,1,1
1990,ITA,66D,1,1
1991,MVA,185,1,1
1992,IPC,307,1,1
1993,IPC,379,1,1
1993,IPC,379,1,1
1994,ITA,66C,1,1
1994,IPC,379,1,1
1995,IPC,307,1,1
1996,ITA,66C,1,1
1997,IPC,420,1,1
1997,IPC,392,1,1
1998,IPC,379,1,1
1999,IPC,420,1,1
2000,IPC,392,1,1
2000,IPC,379,1,1
2001,IPC,302,1,1
2001,MVA,185,1,1
2002,IPC,498A,1,1
2003,ITA,66C,1,1
2004,ITA,66C,1,1
2004,MVA,185,1,1
2005,IPC,498A,1,1
2006,IPC,498A,1,1
2006,NDPS,20,1,1
2007,ITA,66D,1,1
2007,IPC,307,1,1
2008,IPC,498A,1,1
2009,IPC,354,1,1
2010,ITA,66C,1,1
2011,ITA,66C,1,1
2012,IPC,354,1,1
2012,IPC,302,1,1
2013,IPC,498A,1,1
2013,ITA,66D,1,1
2014,IPC,354,1,1
2014,IPC,307,1,1
2015,IPC,498A,1,1
2015,ITA,66C,1,1
2016,IPC,354,1,1
2016,IPC,379,1,1
2017,IPC,307,1,1
2017,MVA,185,1,1
2018,ITA,66D,1,1
2019,MVA,185,1,1
2019,IPC,392,1,1
2020,IPC,354,1,1
2021,IPC,307,1,1
2022,IPC,420,1,1
2023,MVA,185,1,1
2023,ITA,66C,1,1
2024,MVA,185,1,1
2024,ITA,66D,1,1
2025,IPC,302,1,1
2025,IPC,392,1,1
2026,IPC,354,1,1
2027,NDPS,20,1,1
2027,IPC,302,1,1
2028,IPC,302,1,1
2029,ITA,66C,1,1
2030,IPC,498A,1,1
2031,IPC,420,1,1
2032,IPC,307,1,1
2032,IPC,302,1,1
2033,MVA,185,1,1
2034,IPC,354,1,1
2035,IPC,498A,1,1
2036,ITA,66D,1,1
2036,MVA,185,1,1
2037,MVA,185,1,1
2037,ITA,66C,1,1
2038,ITA,66C,1,1
2039,ITA,66C,1,1
2040,IPC,354,1,1
2041,MVA,185,1,1
2042,ITA,66D,1,1
2042,IPC,392,1,1
2043,IPC,420,1,1
2044,IPC,354,1,1
2045,ITA,66D,1,1
2046,IPC,307,1,1
2047,NDPS,20,1,1
2047,IPC,302,1,1
2048,ITA,66D,1,1
2049,MVA,185,1,1
2050,IPC,420,1,1
2050,IPC,302,1,1
2051,IPC,498A,1,1
2052,IPC,379,1,1
2053,IPC,302,1,1
2054,IPC,307,1,1
2054,IPC,498A,1,1
2055,IPC,307,1,1
2055,MVA,185,1,1
2056,IPC,392,1,1
2056,IPC,498A,1,1
2057,IPC,498A,1,1
2058,MVA,185,1,1
2058,IPC,392,1,1
2059,MVA,185,1,1
2060,ITA,66D,1,1
2061,IPC,392,1,1
2062,NDPS,20,1,1
2063,IPC,420,1,1
2063,ITA,66D,1,1
2064,ITA,66D,1,1
2064,IPC,379,1,1
2065,MVA,185,1,1
2066,IPC,307,1,1
2066,IPC,392,1,1
2067,IPC,498A,1,1
2067,IPC,307,1,1
2068,IPC,354,1,1
2068,ITA,66C,1,1
2069,ITA,66C,1,1
2069,IPC,302,1,1
2070,IPC,498A,1,1
2071,IPC,302,1,1
2071,ITA,66D,1,1
2072,ITA,66D,1,1
2073,IPC,379,1,1
2073,IPC,379,1,1
2074,IPC,379,1,1
2075,IPC,379,1,1
2076,IPC,392,1,1
2077,IPC,420,1,1
2077,IPC,420,1,1
2078,IPC,354,1,1
2078,MVA,185,1,1
2079,IPC,354,1,1
2079,IPC,302,1,1
2080,MVA,185,1,1
2081,IPC,302,1,1
2082,ITA,66C,1,1
2082,IPC,392,1,1
2083,IPC,498A,1,1
2084,NDPS,20,1,1
2085,IPC,379,1,1
2086,IPC,420,1,1
2087,IPC,302,1,1
2087,ITA,66D,1,1
2088,ITA,66C,1,1
2089,ITA,66C,1,1
2089,ITA,66D,1,1
2090,IPC,392,1,1
2090,IPC,302,1,1
2091,ITA,66C,1,1
2091,IPC,420,1,1
2092,IPC,307,1,1
2092,IPC,420,1,1
2093,NDPS,20,1,1
2093,ITA,66D,1,1
2094,IPC,392,1,1
2095,IPC,354,1,1
2095,IPC,420,1,1
2096,NDPS,20,1,1
2096,IPC,354,1,1
2097,IPC,307,1,1
2097,ITA,66D,1,1
2098,MVA,185,1,1
2098,IPC,498A,1,1
2099,MVA,185,1,1
2099,IPC,379,1,1
2100,IPC,420,1,1
2100,IPC,420,1,1
2101,IPC,379,1,1
2102,MVA,185,1,1
2103,ITA,66C,1,1
2103,MVA,185,1,1
2104,NDPS,20,1,1
2104,IPC,307,1,1
2105,IPC,354,1,1
2105,IPC,307,1,1
2106,NDPS,20,1,1
2107,IPC,392,1,1
2108,IPC,420,1,1
2109,NDPS,20,1,1
2109,ITA,66D,1,1
2110,IPC,392,1,1
2110,IPC,498A,1,1
2111,ITA,66C,1,1
2111,IPC,354,1,1
2112,ITA,66D,1,1
2112,IPC,420,1,1
2113,IPC,498A,1,1
2114,ITA,66D,1,1
2115,IPC,354,1,1
2116,ITA,66C,1,1
2116,MVA,185,1,1
2117,IPC,302,1,1
2118,IPC,392,1,1
2118,IPC,302,1,1
2119,IPC,392,1,1
2120,IPC,302,1,1
2121,IPC,498A,1,1
2122,ITA,66C,1,1
2123,IPC,420,1,1
2124,IPC,302,1,1
2124,IPC,302,1,1
2125,IPC,354,1,1
2126,ITA,66D,1,1
2126,ITA,66D,1,1
2127,NDPS,20,1,1
2128,ITA,66D,1,1
2129,IPC,302,1,1
2130,ITA,66D,1,1
2131,IPC,354,1,1
2132,ITA,66D,1,1
2132,IPC,354,1,1
2133,IPC,498A,1,1
2134,ITA,66C,1,1
2135,NDPS,20,1,1
2135,IPC,392,1,1
2136,IPC,392,1,1
2137,IPC,392,1,1
2138,IPC,302,1,1
2139,IPC,307,1,1
2140,NDPS,20,1,1
2140,NDPS,20,1,1
2141,ITA,66C,1,1
2142,ITA,66D,1,1
2143,IPC,392,1,1
2143,IPC,392,1,1
2144,IPC,354,1,1
2145,ITA,66C,1,1
2145,NDPS,20,1,1
2146,NDPS,20,1,1
2147,IPC,392,1,1
2148,IPC,498A,1,1
2148,IPC,354,1,1
2149,NDPS,20,1,1
2150,NDPS,20,1,1
2150,MVA,185,1,1
2151,IPC,498A,1,1
2151,IPC,307,1,1
2152,IPC,498A,1,1
2153,MVA,185,1,1
2153,MVA,185,1,1
2154,IPC,420,1,1
2154,IPC,420,1,1
2155,IPC,354,1,1
2156,NDPS,20,1,1
2157,IPC,379,1,1
2158,MVA,185,1,1
2159,IPC,498A,1,1
2159,ITA,66D,1,1
2160,IPC,392,1,1
2160,IPC,498A,1,1
